2009-12-02T18:53:55,P1,2834.855,0.199
2009-12-02T18:55:01,P1,2834.856,0.193
2009-12-02T18:56:06,P1,2834.857,0.242
2009-12-02T18:57:11,P1,2834.858,0.146
2009-12-02T18:58:17,P1,2834.86,0.205
2009-12-02T19:39:37,HVO28,2834.946,0.286
2009-12-02T19:40:43,HVO28,2834.948,0.189
2009-12-02T19:41:48,HVO28,2834.953,0.204
2009-12-02T19:42:53,HVO28,2834.953,0.253
2009-12-02T19:43:59,HVO28,2834.953,0.282
2009-12-02T20:02:18,203YY,2839.33,0.276
2009-12-02T20:03:24,203YY,2839.332,0.257
2009-12-02T20:04:29,203YY,2839.333,0.27
2009-12-02T20:05:34,203YY,2839.334,0.24
2009-12-02T20:06:40,203YY,2839.335,0.277
2009-12-02T20:23:51,HVO29,2843.904,0.188
2009-12-02T20:24:57,HVO29,2843.906,0.26
2009-12-02T20:26:02,HVO29,2843.909,0.213
2009-12-02T20:27:07,HVO29,2843.912,0.214
2009-12-02T20:28:13,HVO29,2843.912,0.238
2009-12-02T20:43:26,204YY,2851.181,0.209
2009-12-02T20:44:32,204YY,2851.184,0.21
2009-12-02T20:45:37,204YY,2851.184,0.134
2009-12-02T20:46:42,204YY,2851.186,0.222
2009-12-02T20:47:48,204YY,2851.188,0.249
2009-12-02T21:03:28,118YY,2853.798,0.273
2009-12-02T21:04:34,118YY,2853.799,0.209
2009-12-02T21:05:39,118YY,2853.8,0.214
2009-12-02T21:06:44,118YY,2853.797,0.276
2009-12-02T21:07:50,118YY,2853.798,0.227
2009-12-02T21:25:42,HVO31,2859.131,0.237
2009-12-02T21:26:48,HVO31,2859.132,0.221
2009-12-02T21:27:53,HVO31,2859.133,0.189
2009-12-02T21:28:58,HVO31,2859.136,0.234
2009-12-02T21:30:04,HVO31,2859.136,0.26
2009-12-02T22:04:25,P1,2835.142,0.167
2009-12-02T22:05:31,P1,2835.145,0.21
2009-12-02T22:06:36,P1,2835.146,0.197
2009-12-02T22:07:41,P1,2835.147,0.19
2009-12-02T22:08:47,P1,2835.149,0.252
2009-12-02T23:37:01,HVO28,2835.301,0.239
2009-12-02T23:38:07,HVO28,2835.306,0.241
2009-12-02T23:39:12,HVO28,2835.306,0.24
2009-12-02T23:40:17,HVO28,2835.308,0.324
2009-12-02T23:41:23,HVO28,2835.312,0.256
2009-12-02T23:56:18,203YY,2839.69,0.319
2009-12-02T23:57:24,203YY,2839.69,0.259
2009-12-02T23:58:29,203YY,2839.691,0.286
2009-12-02T23:59:34,203YY,2839.692,0.178
2009-12-03T00:00:40,203YY,2839.694,0.221
2009-12-03T00:16:12,HVO29,2844.261,0.166
2009-12-03T00:17:18,HVO29,2844.262,0.277
2009-12-03T00:18:23,HVO29,2844.265,0.267
2009-12-03T00:19:28,HVO29,2844.267,0.281
2009-12-03T00:20:34,HVO29,2844.268,0.311
2009-12-03T00:34:40,204YY,2851.533,0.2
2009-12-03T00:35:46,204YY,2851.537,0.19
2009-12-03T00:36:51,204YY,2851.54,0.238
2009-12-03T00:37:56,204YY,2851.539,0.245
2009-12-03T00:39:02,204YY,2851.542,0.259
2009-12-03T00:54:37,118YY,2854.151,0.222
2009-12-03T00:55:43,118YY,2854.156,0.258
2009-12-03T00:56:48,118YY,2854.158,0.184
2009-12-03T00:57:53,118YY,2854.16,0.224
2009-12-03T00:58:59,118YY,2854.161,0.221
2009-12-03T01:15:26,HVO31,2859.482,0.264
2009-12-03T01:16:32,HVO31,2859.486,0.167
2009-12-03T01:17:37,HVO31,2859.489,0.268
2009-12-03T01:18:42,HVO31,2859.491,0.314
2009-12-03T01:19:48,HVO31,2859.493,0.244
2009-12-03T01:50:58,P1,2835.497,0.234
2009-12-03T01:52:04,P1,2835.499,0.206
2009-12-03T01:53:09,P1,2835.502,0.248
2009-12-03T01:54:14,P1,2835.503,0.146
2009-12-03T01:55:20,P1,2835.505,0.175
